ShipMode,Segment,Country,City,StateName,PostalCode,Region,Category,SubCategory,Sales,Quantity,Discount,Profit
"Standard Class","Home Office","United States",Columbia,Maryland,21044,East,Furniture,Furnishings,25.16,2,0.00,8.55
"Standard Class","Home Office","United States",Columbia,Maryland,21044,East,Furniture,Furnishings,91.92,4,0.00,31.25
"First Class",Corporate,"United States","San Antonio",Texas,78207,Central,Furniture,Tables,718.12,6,0.30,-71.81
"Standard Class",Consumer,"United States",Macon,Georgia,31204,South,Furniture,Furnishings,142.40,5,0.00,52.69
"Second Class","Home Office","United States","San Francisco",California,94109,West,Furniture,Chairs,681.41,12,0.20,42.59
"Standard Class","Home Office","United States",Springfield,Ohio,45503,East,Furniture,Furnishings,148.29,7,0.20,29.66
"Standard Class",Corporate,"United States",Plantation,Florida,33317,South,Furniture,Furnishings,30.88,4,0.20,3.86
"Standard Class",Corporate,"United States",Plantation,Florida,33317,South,Furniture,Furnishings,6.41,3,0.20,1.44
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,127.37,2,0.30,-30.93
"Standard Class",Corporate,"United States","San Diego",California,92105,West,Furniture,Furnishings,44.46,2,0.00,14.67
"Standard Class",Consumer,"United States",Clinton,Maryland,20735,East,Furniture,Furnishings,181.96,2,0.00,20.02
"Second Class",Corporate,"United States",Denver,Colorado,80219,West,Furniture,Furnishings,15.49,4,0.20,3.68
"Second Class","Home Office","United States",Seattle,Washington,98115,West,Furniture,Furnishings,141.96,2,0.00,22.71
"Standard Class",Corporate,"United States",Rochester,"New York",14609,East,Furniture,Furnishings,37.93,1,0.00,6.83
"Second Class",Corporate,"United States",Toledo,Ohio,43615,East,Furniture,Furnishings,15.17,2,0.20,3.79
"Standard Class",Corporate,"United States",Mesquite,Texas,75150,Central,Furniture,Furnishings,6.37,2,0.60,-2.55
"First Class",Corporate,"United States","Los Angeles",California,90045,West,Furniture,Tables,510.24,3,0.20,6.38
"First Class",Consumer,"United States",Seattle,Washington,98103,West,Furniture,Furnishings,162.60,3,0.00,34.15
"Second Class",Consumer,"United States",Olympia,Washington,98502,West,Furniture,Chairs,603.92,5,0.20,45.29
"Standard Class","Home Office","United States",Jackson,Mississippi,39212,South,Furniture,Furnishings,18.92,4,0.00,7.38
"Second Class",Consumer,"United States","New York City","New York",10011,East,Furniture,Furnishings,71.97,3,0.00,16.55
"Second Class",Consumer,"United States",Columbus,Georgia,31907,South,Furniture,Chairs,368.97,3,0.00,81.17
"Second Class",Corporate,"United States",Inglewood,California,90301,West,Furniture,Furnishings,198.46,2,0.00,99.23
"Second Class",Corporate,"United States",Inglewood,California,90301,West,Furniture,Chairs,230.28,3,0.20,23.03
"First Class",Corporate,"United States",Odessa,Texas,79762,Central,Furniture,Chairs,563.43,5,0.30,-56.34
"Standard Class",Corporate,"United States","Los Angeles",California,90049,West,Furniture,Furnishings,24.40,2,0.00,10.25
"Second Class",Corporate,"United States","West Allis",Wisconsin,53214,Central,Furniture,Bookcases,241.96,2,0.00,24.20
"Standard Class",Corporate,"United States",Houston,Texas,77036,Central,Furniture,Tables,99.37,2,0.30,-1.42
"Second Class",Corporate,"United States",Hialeah,Florida,33012,South,Furniture,Chairs,1013.83,9,0.20,101.38
"Standard Class",Consumer,"United States","San Francisco",California,94122,West,Furniture,Tables,2003.52,6,0.20,-325.57
"Standard Class","Home Office","United States","Chula Vista",California,91911,West,Furniture,Furnishings,665.88,6,0.00,106.54
"Standard Class",Consumer,"United States","San Diego",California,92037,West,Furniture,Tables,333.00,3,0.20,-16.65
"First Class",Corporate,"United States",Greensboro,"North Carolina",27405,South,Furniture,Tables,523.76,3,0.40,-192.05
"Standard Class",Consumer,"United States",Jacksonville,"North Carolina",28540,South,Furniture,Chairs,102.59,1,0.20,10.26
"Standard Class",Corporate,"United States",Plantation,Florida,33317,South,Furniture,Chairs,523.92,5,0.20,-72.04
"Standard Class",Corporate,"United States",Plantation,Florida,33317,South,Furniture,Chairs,146.14,3,0.20,16.44
"Standard Class",Consumer,"United States",Mobile,Alabama,36608,South,Furniture,Tables,801.96,2,0.00,200.49
"Standard Class",Consumer,"United States",Mobile,Alabama,36608,South,Furniture,Chairs,1056.86,7,0.00,306.49
"Standard Class",Consumer,"United States","New York City","New York",10024,East,Furniture,Bookcases,314.35,3,0.20,-15.72
"Standard Class",Corporate,"United States",Detroit,Michigan,48234,Central,Furniture,Chairs,1458.65,5,0.00,423.01
"Standard Class",Corporate,"United States",Detroit,Michigan,48234,Central,Furniture,Chairs,26.64,1,0.00,7.46
"Standard Class",Corporate,"United States",Detroit,Michigan,48234,Central,Furniture,Chairs,476.80,2,0.00,119.20
"Standard Class",Consumer,"United States",Dover,Delaware,19901,East,Furniture,Furnishings,76.14,3,0.00,26.65
"Same Day",Corporate,"United States",Columbus,Ohio,43229,East,Furniture,Chairs,611.06,3,0.30,-34.92
"Standard Class",Consumer,"United States","North Las Vegas",Nevada,89031,West,Furniture,Chairs,674.35,3,0.20,-109.58
"Standard Class",Consumer,"United States","North Las Vegas",Nevada,89031,West,Furniture,Furnishings,134.01,9,0.00,36.18
"Standard Class",Corporate,"United States",Bristol,Tennessee,37620,South,Furniture,Chairs,170.35,3,0.20,10.65
"First Class",Corporate,"United States","Los Angeles",California,90049,West,Furniture,Bookcases,617.00,6,0.15,-36.29
"Same Day","Home Office","United States",Quincy,Massachusetts,2169,East,Furniture,Furnishings,85.30,2,0.00,14.50
"Standard Class","Home Office","United States","San Francisco",California,94122,West,Furniture,Furnishings,4.95,1,0.00,2.18
"Standard Class","Home Office","United States",Chicago,Illinois,60653,Central,Furniture,Tables,480.96,3,0.50,-269.34
"Standard Class",Consumer,"United States",Champaign,Illinois,61821,Central,Furniture,Furnishings,151.96,5,0.60,-182.35
"Second Class",Consumer,"United States","San Diego",California,92105,West,Furniture,Chairs,240.78,1,0.20,27.09
"Second Class",Consumer,"United States","San Diego",California,92105,West,Furniture,Chairs,191.97,7,0.20,16.80
"Second Class",Consumer,"United States","San Diego",California,92105,West,Furniture,Chairs,842.35,3,0.20,42.12
"Standard Class",Consumer,"United States",Gilbert,Arizona,85234,West,Furniture,Furnishings,364.70,6,0.20,-36.47
"Standard Class",Consumer,"United States",Gilbert,Arizona,85234,West,Furniture,Furnishings,40.26,4,0.20,11.07
"Standard Class",Corporate,"United States","Los Angeles",California,90036,West,Furniture,Chairs,1684.75,6,0.20,210.59
"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,547.14,4,0.20,-68.39
"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,7.58,1,0.20,2.37
"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19143,East,Furniture,Bookcases,352.45,5,0.50,-211.47
"Standard Class",Corporate,"United States","New York City","New York",10035,East,Furniture,Furnishings,9.82,2,0.00,3.24
"Standard Class",Consumer,"United States",Phoenix,Arizona,85023,West,Furniture,Tables,801.60,5,0.50,-448.90
"Standard Class",Consumer,"United States",Phoenix,Arizona,85023,West,Furniture,Chairs,161.57,2,0.20,10.10
"Standard Class",Consumer,"United States",Phoenix,Arizona,85023,West,Furniture,Chairs,311.98,3,0.20,-42.90
"Standard Class",Consumer,"United States",Seattle,Washington,98103,West,Furniture,Furnishings,35.34,2,0.00,13.43
"First Class",Consumer,"United States",Harlingen,Texas,78550,Central,Furniture,Bookcases,241.33,5,0.32,-14.20
"Standard Class",Consumer,"United States","Grand Prairie",Texas,75051,Central,Furniture,Chairs,197.37,2,0.30,-25.38
"Same Day",Consumer,"United States",Greenwood,Indiana,46142,Central,Furniture,Chairs,1424.90,5,0.00,356.23
"Standard Class",Consumer,"United States","New York City","New York",10024,East,Furniture,Furnishings,14.56,2,0.00,6.26
"Standard Class","Home Office","United States",Pasadena,Texas,77506,Central,Furniture,Chairs,255.11,6,0.30,-18.22
"Standard Class",Consumer,"United States",Detroit,Michigan,48205,Central,Furniture,Furnishings,5.47,1,0.00,2.35
"Standard Class",Consumer,"United States","San Francisco",California,94109,West,Furniture,Furnishings,22.14,3,0.00,6.42
"Standard Class",Consumer,"United States",Nashville,Tennessee,37211,South,Furniture,Furnishings,44.76,3,0.20,14.55
"First Class","Home Office","United States","Los Angeles",California,90045,West,Furniture,Furnishings,44.67,3,0.00,12.06
"Standard Class",Consumer,"United States","New York City","New York",10009,East,Furniture,Furnishings,414.00,8,0.00,124.20
"First Class",Consumer,"United States",Richmond,Virginia,23223,South,Furniture,Furnishings,39.92,4,0.00,11.18
"Standard Class",Corporate,"United States","New York City","New York",10024,East,Furniture,Tables,53.32,2,0.40,-19.55
"Standard Class","Home Office","United States",Seattle,Washington,98115,West,Furniture,Furnishings,22.77,3,0.00,9.79
"Second Class",Consumer,"United States","Los Angeles",California,90045,West,Furniture,Chairs,287.97,4,0.20,-3.60
"Standard Class",Consumer,"United States",Lakewood,California,90712,West,Furniture,Bookcases,257.50,3,0.15,24.24
"Standard Class",Corporate,"United States",Columbia,Tennessee,38401,South,Furniture,Furnishings,79.12,5,0.20,13.85
"Second Class",Consumer,"United States",Woonsocket,"Rhode Island",2895,East,Furniture,Furnishings,52.96,2,0.00,20.12
"Standard Class",Corporate,"United States",Tampa,Florida,33614,South,Furniture,Furnishings,63.55,3,0.20,14.30
"Standard Class",Consumer,"United States",Kenosha,Wisconsin,53142,Central,Furniture,Bookcases,512.94,3,0.00,97.46
"Standard Class",Consumer,"United States",Kenosha,Wisconsin,53142,Central,Furniture,Chairs,860.93,7,0.00,189.40
"Standard Class",Consumer,"United States",Kenosha,Wisconsin,53142,Central,Furniture,Furnishings,373.08,6,0.00,82.08
"Second Class",Corporate,"United States","Port Saint Lucie",Florida,34952,South,Furniture,Bookcases,231.92,5,0.20,5.80
"Standard Class","Home Office","United States",Seattle,Washington,98115,West,Furniture,Furnishings,63.47,11,0.00,19.04
"Standard Class",Consumer,"United States","San Antonio",Texas,78207,Central,Furniture,Tables,637.90,3,0.30,-127.58
"Standard Class",Consumer,"United States","Los Angeles",California,90036,West,Furniture,Furnishings,474.43,11,0.00,199.26
"Standard Class",Consumer,"United States",Chester,Pennsylvania,19013,East,Furniture,Chairs,170.06,3,0.30,-4.86
"Standard Class",Consumer,"United States",Chester,Pennsylvania,19013,East,Furniture,Chairs,853.93,5,0.30,0.00
"First Class",Corporate,"United States","San Francisco",California,94110,West,Furniture,Bookcases,556.67,5,0.15,6.55
"Standard Class",Consumer,"United States",Lafayette,Louisiana,70506,South,Furniture,Chairs,232.88,4,0.00,60.55
"Standard Class",Corporate,"United States","San Francisco",California,94110,West,Furniture,Furnishings,24.90,5,0.00,8.22
"Standard Class",Corporate,"United States","San Francisco",California,94110,West,Furniture,Furnishings,70.56,6,0.00,23.99
"Standard Class",Consumer,"United States","San Francisco",California,94110,West,Furniture,Furnishings,204.85,5,0.00,57.36
"Second Class",Consumer,"United States","New York City","New York",10011,East,Furniture,Furnishings,276.69,3,0.00,49.80
"Second Class",Consumer,"United States","New York City","New York",10011,East,Furniture,Chairs,172.76,2,0.10,32.63
"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,Furniture,Tables,409.27,2,0.40,-81.85
"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,Furniture,Tables,67.18,1,0.40,-20.15
"Standard Class",Consumer,"United States",Oakland,California,94601,West,Furniture,Chairs,572.16,3,0.20,35.76
"First Class",Consumer,"United States",Dallas,Texas,75081,Central,Furniture,Bookcases,156.37,2,0.32,-52.89
"Standard Class",Consumer,"United States",Miramar,Florida,33023,South,Furniture,Furnishings,220.06,4,0.20,55.02
"Standard Class",Consumer,"United States",Miramar,Florida,33023,South,Furniture,Furnishings,339.14,4,0.20,0.00
"Standard Class",Consumer,"United States",Jonesboro,Arkansas,72401,South,Furniture,Bookcases,638.82,9,0.00,172.48
"Same Day","Home Office","United States",Fremont,Nebraska,68025,Central,Furniture,Furnishings,15.92,2,0.00,7.00
"Same Day",Consumer,"United States","New York City","New York",10011,East,Furniture,Tables,27.41,3,0.40,-14.16
"Standard Class",Corporate,"United States",Detroit,Michigan,48227,Central,Furniture,Bookcases,160.98,1,0.00,20.93
"Second Class",Consumer,"United States",Jacksonville,Florida,32216,South,Furniture,Furnishings,91.03,3,0.20,-2.28
"First Class",Consumer,"United States",Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,79.12,5,0.20,13.85
"Standard Class","Home Office","United States","San Francisco",California,94110,West,Furniture,Chairs,120.78,1,0.20,-13.59
"Standard Class",Consumer,"United States",Freeport,"New York",11520,East,Furniture,Furnishings,322.59,3,0.00,64.52
"First Class",Consumer,"United States",Pasadena,California,91104,West,Furniture,Chairs,433.57,2,0.20,-65.04
"First Class",Corporate,"United States",Franklin,Massachusetts,2038,East,Furniture,Bookcases,81.94,1,0.00,20.49
"Standard Class",Corporate,"United States",Boise,Idaho,83704,West,Furniture,Tables,696.42,2,0.00,160.18
"Standard Class",Consumer,"United States","Los Angeles",California,90032,West,Furniture,Furnishings,24.70,5,0.00,10.37
"Second Class",Consumer,"United States",Cranston,"Rhode Island",2920,East,Furniture,Furnishings,14.76,2,0.00,4.28
"Second Class",Consumer,"United States",Cranston,"Rhode Island",2920,East,Furniture,Furnishings,17.67,3,0.00,7.77
"Second Class",Consumer,"United States",Cranston,"Rhode Island",2920,East,Furniture,Chairs,1604.90,5,0.00,481.47
"Second Class",Consumer,"United States",Cranston,"Rhode Island",2920,East,Furniture,Tables,385.69,1,0.30,-60.61
"First Class",Corporate,"United States","San Francisco",California,94110,West,Furniture,Bookcases,482.66,8,0.15,85.18
"Second Class",Consumer,"United States",Seattle,Washington,98103,West,Furniture,Bookcases,174.42,3,0.00,41.86
"Standard Class",Corporate,"United States",Chicago,Illinois,60623,Central,Furniture,Furnishings,94.43,3,0.60,-42.49
"Standard Class","Home Office","United States",Seattle,Washington,98103,West,Furniture,Chairs,61.58,1,0.20,-6.93
"Standard Class",Corporate,"United States",Dallas,Texas,75220,Central,Furniture,Furnishings,332.03,9,0.60,-348.63
"Standard Class","Home Office","United States",Baltimore,Maryland,21215,East,Furniture,Furnishings,1049.20,5,0.00,272.79
"Standard Class","Home Office","United States",Baltimore,Maryland,21215,East,Furniture,Furnishings,20.90,5,0.00,7.52
"Second Class",Consumer,"United States",Fairfield,Connecticut,6824,East,Furniture,Chairs,751.92,4,0.00,150.38
"Same Day",Corporate,"United States","New York City","New York",10011,East,Furniture,Chairs,887.10,7,0.10,177.42
"First Class",Consumer,"United States",Freeport,Illinois,61032,Central,Furniture,Furnishings,10.48,3,0.60,-6.81
"First Class",Corporate,"United States",Seattle,Washington,98103,West,Furniture,Chairs,196.78,2,0.20,-22.14
"Standard Class",Consumer,"United States",Houston,Texas,77036,Central,Furniture,Tables,863.13,8,0.30,-160.30
"Standard Class",Consumer,"United States",Houston,Texas,77036,Central,Furniture,Bookcases,956.66,7,0.32,-225.10
"Second Class",Consumer,"United States",Seattle,Washington,98115,West,Furniture,Tables,871.40,4,0.00,148.14
"Standard Class",Corporate,"United States",Jackson,Tennessee,38301,South,Furniture,Furnishings,692.47,11,0.20,190.43
"Second Class",Corporate,"United States",Baltimore,Maryland,21215,East,Furniture,Furnishings,207.76,4,0.00,85.18
"Standard Class",Corporate,"United States",Lakewood,"New Jersey",8701,East,Furniture,Furnishings,9.96,2,0.00,3.29
"Standard Class","Home Office","United States","New York City","New York",10011,East,Furniture,Chairs,69.26,2,0.10,14.62
"Second Class",Corporate,"United States","Port Arthur",Texas,77642,Central,Furniture,Bookcases,246.13,2,0.32,-76.01
"Second Class","Home Office","United States","Los Angeles",California,90004,West,Furniture,Tables,896.33,9,0.20,22.41
"Standard Class",Corporate,"United States",Redmond,Oregon,97756,West,Furniture,Tables,177.23,5,0.50,-120.51
"Standard Class",Consumer,"United States","Citrus Heights",California,95610,West,Furniture,Furnishings,129.39,3,0.00,54.34
"Second Class",Consumer,"United States",Tallahassee,Florida,32303,South,Furniture,Furnishings,2.78,2,0.20,0.42
"Second Class",Consumer,"United States",Seattle,Washington,98105,West,Furniture,Furnishings,63.92,4,0.00,3.20
"Standard Class",Consumer,"United States","Los Angeles",California,90045,West,Furniture,Tables,573.73,4,0.20,-64.54
"Standard Class",Consumer,"United States",Richmond,Virginia,23223,South,Furniture,Furnishings,82.38,6,0.00,25.54
"Standard Class",Consumer,"United States","Bullhead City",Arizona,86442,West,Furniture,Furnishings,14.37,2,0.20,3.95
"Standard Class",Consumer,"United States","New Rochelle","New York",10801,East,Furniture,Chairs,631.78,2,0.10,140.40
"Standard Class",Consumer,"United States","New Rochelle","New York",10801,East,Furniture,Furnishings,60.72,3,0.00,26.11
"Same Day",Consumer,"United States",Aurora,Illinois,60505,Central,Furniture,Furnishings,77.72,1,0.60,-66.06
"Same Day",Consumer,"United States",Aurora,Illinois,60505,Central,Furniture,Chairs,520.46,2,0.30,-14.87
"Standard Class","Home Office","United States","San Gabriel",California,91776,West,Furniture,Furnishings,303.25,5,0.00,63.68
"Standard Class","Home Office","United States","San Gabriel",California,91776,West,Furniture,Chairs,1487.04,5,0.20,148.70
"Standard Class",Consumer,"United States","San Francisco",California,94110,West,Furniture,Tables,253.18,3,0.20,-31.65
"Standard Class",Consumer,"United States","Highland Park",Illinois,60035,Central,Furniture,Bookcases,384.94,4,0.30,-126.48
"Standard Class",Consumer,"United States","Highland Park",Illinois,60035,Central,Furniture,Bookcases,913.43,5,0.30,-52.20
"First Class",Consumer,"United States","New York City","New York",10035,East,Furniture,Bookcases,183.97,2,0.20,-25.30
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19120,East,Furniture,Chairs,172.19,2,0.30,-46.74
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,69.01,2,0.20,12.08
"Same Day",Consumer,"United States",Columbia,Maryland,21044,East,Furniture,Furnishings,971.50,5,0.00,252.59
"Standard Class",Consumer,"United States",Hamilton,Ohio,45011,East,Furniture,Furnishings,190.85,3,0.20,-21.47
"First Class",Corporate,"United States","Sandy Springs",Georgia,30328,South,Furniture,Bookcases,302.94,3,0.00,75.74
"Standard Class",Consumer,"United States",Tulsa,Oklahoma,74133,Central,Furniture,Chairs,1805.88,6,0.00,523.71
"Second Class",Consumer,"United States",Henderson,Kentucky,42420,South,Furniture,Furnishings,24.10,5,0.00,9.16
"Second Class",Consumer,"United States",Henderson,Kentucky,42420,South,Furniture,Tables,842.94,3,0.00,160.16
"Standard Class",Consumer,"United States","Los Angeles",California,90032,West,Furniture,Furnishings,12.56,2,0.00,4.02
"First Class",Consumer,"United States","San Francisco",California,94109,West,Furniture,Furnishings,25.40,5,0.00,8.64
"First Class",Consumer,"United States","San Francisco",California,94109,West,Furniture,Bookcases,1279.17,5,0.15,225.74
"Standard Class","Home Office","United States","San Francisco",California,94110,West,Furniture,Chairs,129.57,2,0.20,-12.96
"First Class","Home Office","United States",Aurora,Colorado,80013,West,Furniture,Furnishings,32.78,1,0.20,3.28
"Standard Class",Consumer,"United States","New York City","New York",10035,East,Furniture,Bookcases,321.57,2,0.20,-16.08
"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,128.06,3,0.30,-23.78
"Same Day","Home Office","United States",Mentor,Ohio,44060,East,Furniture,Chairs,63.69,1,0.30,-15.47
"Same Day","Home Office","United States",Mentor,Ohio,44060,East,Furniture,Tables,344.22,2,0.40,-189.32
"Same Day","Home Office","United States",Mentor,Ohio,44060,East,Furniture,Furnishings,21.25,4,0.20,7.44
"Same Day",Consumer,"United States",Lawton,Oklahoma,73505,Central,Furniture,Tables,248.98,2,0.00,54.78
"Standard Class",Consumer,"United States","Los Angeles",California,90032,West,Furniture,Tables,418.30,3,0.20,5.23
"Second Class",Consumer,"United States",Columbus,Ohio,43229,East,Furniture,Furnishings,8.13,2,0.20,1.42
"Second Class",Consumer,"United States",Columbus,Ohio,43229,East,Furniture,Chairs,909.72,6,0.30,-51.98
"Standard Class",Consumer,"United States","Los Angeles",California,90032,West,Furniture,Bookcases,917.92,9,0.15,75.59
"Standard Class","Home Office","United States","Los Angeles",California,90045,West,Furniture,Furnishings,23.99,1,0.00,5.52
"Standard Class",Consumer,"United States","Los Angeles",California,90036,West,Furniture,Tables,171.29,3,0.20,-6.42
"Standard Class",Corporate,"United States",Springfield,Missouri,65807,Central,Furniture,Furnishings,37.30,2,0.00,17.16
"Second Class",Consumer,"United States",Hampton,Virginia,23666,South,Furniture,Chairs,290.98,1,0.00,75.65
"Standard Class",Corporate,"United States",Richmond,Indiana,47374,Central,Furniture,Furnishings,20.32,4,0.00,6.91
"Standard Class",Consumer,"United States","New York City","New York",10024,East,Furniture,Furnishings,89.34,6,0.00,24.12
"Standard Class","Home Office","United States",Rome,"New York",13440,East,Furniture,Furnishings,39.08,4,0.00,14.46
"First Class",Consumer,"United States","New York City","New York",10009,East,Furniture,Chairs,408.01,2,0.10,72.53
"Same Day","Home Office","United States",Manteca,California,95336,West,Furniture,Chairs,122.35,3,0.20,13.76
"Standard Class","Home Office","United States",Seattle,Washington,98115,West,Furniture,Furnishings,15.84,3,0.00,4.91
"Standard Class",Corporate,"United States",Providence,"Rhode Island",2908,East,Furniture,Tables,493.92,7,0.30,-28.22
"Second Class",Consumer,"United States",Chicago,Illinois,60610,Central,Furniture,Chairs,383.61,9,0.30,-5.48
"Second Class",Consumer,"United States",Chicago,Illinois,60610,Central,Furniture,Furnishings,7.76,1,0.60,-2.13
"Standard Class",Corporate,"United States","Los Angeles",California,90049,West,Furniture,Tables,351.22,3,0.20,4.39
"Standard Class",Consumer,"United States","San Francisco",California,94122,West,Furniture,Chairs,230.28,3,0.20,23.03
"First Class",Consumer,"United States","San Antonio",Texas,78207,Central,Furniture,Chairs,127.87,3,0.30,-9.13
"Second Class",Corporate,"United States","Los Angeles",California,90049,West,Furniture,Furnishings,36.40,5,0.00,13.83
"Standard Class","Home Office","United States",Miramar,Florida,33023,South,Furniture,Chairs,419.14,4,0.20,-57.63
"Second Class","Home Office","United States","San Jose",California,95123,West,Furniture,Furnishings,76.14,3,0.00,26.65
"Standard Class","Home Office","United States",Jackson,Michigan,49201,Central,Furniture,Furnishings,33.48,4,0.00,8.70
"First Class","Home Office","United States",Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,25.63,3,0.20,3.84
"Second Class","Home Office","United States",Danville,California,94526,West,Furniture,Furnishings,25.02,3,0.00,10.51
"Standard Class",Corporate,"United States","Los Angeles",California,90004,West,Furniture,Chairs,146.35,3,0.20,-5.49
"Standard Class",Corporate,"United States","Los Angeles",California,90004,West,Furniture,Tables,902.71,3,0.20,33.85
"Standard Class","Home Office","United States",Baltimore,Maryland,21215,East,Furniture,Chairs,150.98,1,0.00,43.78
"Standard Class",Consumer,"United States",Oceanside,California,92054,West,Furniture,Furnishings,47.12,8,0.00,20.73
"Standard Class","Home Office","United States",Everett,Massachusetts,2149,East,Furniture,Chairs,542.94,3,0.00,141.16
"Standard Class",Consumer,"United States",Columbia,Tennessee,38401,South,Furniture,Furnishings,14.14,3,0.20,4.24
"Same Day",Consumer,"United States","Mount Pleasant",Michigan,48858,Central,Furniture,Furnishings,17.14,2,0.00,6.17
"Second Class",Consumer,"United States","San Francisco",California,94122,West,Furniture,Furnishings,123.96,3,0.00,11.16
"Standard Class",Corporate,"United States","San Francisco",California,94122,West,Furniture,Bookcases,586.40,6,0.15,34.49
"Second Class",Consumer,"United States","Fort Collins",Colorado,80525,West,Furniture,Chairs,579.14,4,0.20,-28.96
"Standard Class","Home Office","United States","New York City","New York",10011,East,Furniture,Chairs,145.76,2,0.10,-8.10
"Standard Class","Home Office","United States","New York City","New York",10009,East,Furniture,Chairs,434.65,3,0.10,62.78
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,844.12,6,0.30,-36.18
"Standard Class",Corporate,"United States",Seattle,Washington,98115,West,Furniture,Furnishings,79.92,4,0.00,34.37
"Standard Class",Corporate,"United States","Fort Worth",Texas,76106,Central,Furniture,Bookcases,623.46,7,0.32,-119.19
"Standard Class",Consumer,"United States",Detroit,Michigan,48205,Central,Furniture,Furnishings,272.94,3,0.00,30.02
"Second Class",Consumer,"United States",Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,15.01,2,0.20,1.50
"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19120,East,Furniture,Tables,241.92,4,0.40,-56.45
"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19120,East,Furniture,Bookcases,163.88,4,0.50,-81.94
"First Class",Consumer,"United States",Tucson,Arizona,85705,West,Furniture,Furnishings,51.97,2,0.20,10.39
"First Class",Consumer,"United States",Tucson,Arizona,85705,West,Furniture,Chairs,242.35,3,0.20,-42.41
"Same Day",Consumer,"United States",Detroit,Michigan,48205,Central,Furniture,Chairs,302.94,3,0.00,48.47
"Same Day",Consumer,"United States",Detroit,Michigan,48205,Central,Furniture,Chairs,142.36,2,0.00,38.44
"Same Day",Consumer,"United States",Detroit,Michigan,48205,Central,Furniture,Chairs,546.66,9,0.00,136.67
"Same Day",Consumer,"United States",Detroit,Michigan,48205,Central,Furniture,Furnishings,212.13,3,0.00,14.85
"Standard Class","Home Office","United States",Austin,Texas,78745,Central,Furniture,Furnishings,8.00,1,0.60,-7.00
"First Class",Consumer,"United States",Waterbury,Connecticut,6708,East,Furniture,Furnishings,173.24,4,0.00,17.32
"Standard Class",Consumer,"United States",Huntsville,Texas,77340,Central,Furniture,Furnishings,56.57,2,0.60,-74.95
"Second Class","Home Office","United States",Seattle,Washington,98115,West,Furniture,Tables,521.96,2,0.00,88.73
"Second Class",Consumer,"United States",Aurora,Illinois,60505,Central,Furniture,Tables,268.94,3,0.50,-209.77
"Second Class","Home Office","United States","New York City","New York",10009,East,Furniture,Bookcases,275.95,3,0.20,-37.94
"Second Class",Consumer,"United States","San Diego",California,92105,West,Furniture,Furnishings,19.92,3,0.00,9.56
"Standard Class",Corporate,"United States","New York City","New York",10035,East,Furniture,Chairs,658.75,3,0.10,146.39
"Standard Class",Consumer,"United States","Long Beach",California,90805,West,Furniture,Tables,35.54,1,0.20,-0.89
"Same Day",Corporate,"United States","San Francisco",California,94110,West,Furniture,Furnishings,35.28,3,0.00,12.00
"Standard Class",Consumer,"United States",Jackson,Tennessee,38301,South,Furniture,Chairs,209.57,2,0.20,-23.58
"Standard Class",Consumer,"United States",Chicago,Illinois,60610,Central,Furniture,Furnishings,6.46,1,0.60,-4.04
"First Class",Consumer,"United States",Buffalo,"New York",14215,East,Furniture,Chairs,63.88,1,0.10,10.65
"Standard Class",Consumer,"United States",Houston,Texas,77070,Central,Furniture,Chairs,683.14,4,0.30,0.00
"Standard Class",Consumer,"United States","Colorado Springs",Colorado,80906,West,Furniture,Bookcases,69.58,4,0.70,-143.79
"Standard Class",Consumer,"United States","Colorado Springs",Colorado,80906,West,Furniture,Furnishings,52.42,9,0.20,15.07
