ShipMode,Segment,Country,City,StateName,PostalCode,Region,Category,SubCategory,Sales,Quantity,Discount,Profit
"Standard Class","Home Office","United States",Roseville,Minnesota,55113,Central,"Office Supplies",Storage,795.51,3,0.00,143.19
"Second Class",Consumer,"United States","Little Rock",Arkansas,72209,South,"Office Supplies",Paper,109.92,2,0.00,53.86
"Standard Class","Home Office","United States",Cheyenne,Wyoming,82001,West,Furniture,Chairs,1603.14,4,0.20,100.20
"Same Day",Corporate,"United States",Anaheim,California,92804,West,Furniture,Tables,1293.49,7,0.20,80.84
"Same Day","Home Office","United States",Jonesboro,Arkansas,72401,South,"Office Supplies",Binders,108.08,7,0.00,54.04
"Standard Class","Home Office","United States",Lawrence,Massachusetts,1841,East,"Office Supplies",Appliances,245.88,6,0.00,68.85
"Standard Class",Consumer,"United States","New York City","New York",10011,East,"Office Supplies",Paper,192.16,4,0.00,92.24
"Standard Class",Corporate,"United States","San Diego",California,92105,West,Furniture,Chairs,801.57,2,0.20,50.10
"Standard Class",Corporate,"United States","San Diego",California,92105,West,"Office Supplies",Paper,368.91,9,0.00,180.77
"Second Class",Corporate,"United States","San Francisco",California,94109,West,"Office Supplies",Supplies,4912.59,3,0.00,196.50
"Same Day",Consumer,"United States","San Francisco",California,94110,West,Technology,Accessories,179.97,3,0.00,86.39
"Standard Class",Consumer,"United States",Richmond,Indiana,47374,Central,Technology,Phones,259.96,4,0.00,124.78
"Standard Class",Consumer,"United States","New York City","New York",10035,East,Furniture,Bookcases,4228.70,6,0.20,158.58
"Standard Class",Consumer,"United States","New York City","New York",10035,East,Technology,Phones,209.97,3,0.00,58.79
"Standard Class",Consumer,"United States","New York City","New York",10035,East,"Office Supplies",Paper,110.96,2,0.00,53.26
"First Class",Consumer,"United States",Philadelphia,Pennsylvania,19120,East,Technology,Accessories,527.92,2,0.20,85.79
"Second Class",Consumer,"United States","Los Angeles",California,90049,West,Technology,Accessories,435.84,12,0.00,130.75
"Same Day",Corporate,"United States",Southaven,Mississippi,38671,South,Technology,Accessories,299.97,3,0.00,125.99
"Same Day",Corporate,"United States",Southaven,Mississippi,38671,South,"Office Supplies",Appliances,262.24,2,0.00,78.67
"Same Day",Corporate,"United States",Southaven,Mississippi,38671,South,"Office Supplies",Binders,234.36,6,0.00,112.49
"Second Class",Corporate,"United States","San Francisco",California,94109,West,Furniture,Chairs,770.35,3,0.20,77.04
"Second Class","Home Office","United States","Los Angeles",California,90004,West,Technology,Phones,575.93,9,0.20,57.59
"Second Class","Home Office","United States","Los Angeles",California,90004,West,"Office Supplies",Paper,123.92,4,0.00,55.76
"Standard Class",Corporate,"United States","San Francisco",California,94109,West,"Office Supplies",Storage,226.56,6,0.00,63.44
"First Class",Consumer,"United States","San Diego",California,92105,West,"Office Supplies",Paper,104.85,1,0.00,50.33
"Standard Class","Home Office","United States","New York City","New York",10011,East,"Office Supplies",Appliances,414.96,2,0.00,124.49
"Standard Class",Corporate,"United States","Overland Park",Kansas,66212,Central,"Office Supplies",Storage,360.38,2,0.00,93.70
"Standard Class","Home Office","United States",Tulsa,Oklahoma,74133,Central,Furniture,Tables,429.90,5,0.00,111.77
"Standard Class",Consumer,"United States",Hattiesburg,Mississippi,39401,South,Furniture,Furnishings,185.58,6,0.00,76.09
"Standard Class",Consumer,"United States",Hattiesburg,Mississippi,39401,South,"Office Supplies",Paper,245.94,6,0.00,120.51
"Standard Class",Consumer,"United States",Hattiesburg,Mississippi,39401,South,Furniture,Bookcases,504.90,5,0.00,126.23
"Standard Class",Consumer,"United States","Los Angeles",California,90049,West,"Office Supplies",Envelopes,271.44,3,0.00,122.15
"Second Class",Consumer,"United States",Lancaster,Ohio,43130,East,"Office Supplies",Appliances,646.27,8,0.20,64.63
"Standard Class",Consumer,"United States",Georgetown,Kentucky,40324,South,"Office Supplies",Binders,113.94,6,0.00,54.69
"Standard Class",Corporate,"United States","Los Angeles",California,90008,West,Technology,Phones,859.20,3,0.20,75.18
"Standard Class",Corporate,"United States","Los Angeles",California,90008,West,Technology,Machines,506.28,3,0.20,177.20
"Standard Class",Corporate,"United States",Tucson,Arizona,85705,West,Furniture,Furnishings,238.15,3,0.20,89.31
"Standard Class","Home Office","United States",Minneapolis,Minnesota,55407,Central,Furniture,Tables,692.94,3,0.00,173.24
"First Class",Consumer,"United States",Houston,Texas,77036,Central,"Office Supplies",Paper,173.49,7,0.20,54.22
"Standard Class",Consumer,"United States",Milwaukee,Wisconsin,53209,Central,"Office Supplies",Appliances,272.40,5,0.00,76.27
"Standard Class",Corporate,"United States","Los Angeles",California,90008,West,"Office Supplies",Binders,153.55,3,0.20,51.82
"Standard Class",Consumer,"United States","New York City","New York",10011,East,Furniture,Furnishings,191.82,3,0.00,61.38
"Standard Class",Consumer,"United States","New York City","New York",10035,East,Technology,Accessories,212.80,2,0.00,95.76
"Standard Class",Corporate,"United States",Springfield,Oregon,97477,West,Furniture,Furnishings,409.22,8,0.20,61.38
"Standard Class",Consumer,"United States","New York City","New York",10009,East,Furniture,Chairs,328.00,6,0.10,54.67
"Standard Class","Home Office","United States","New York City","New York",10011,East,Furniture,Chairs,767.21,14,0.10,161.97
"Standard Class",Consumer,"United States",Lebanon,Tennessee,37087,South,"Office Supplies",Paper,163.96,5,0.20,59.44
"Same Day",Consumer,"United States","Chula Vista",California,91911,West,"Office Supplies",Art,192.80,4,0.00,55.91
"Standard Class",Consumer,"United States",Manchester,Connecticut,6040,East,"Office Supplies",Paper,274.80,5,0.00,134.65
"Standard Class",Consumer,"United States",Manchester,Connecticut,6040,East,Technology,Phones,257.98,2,0.00,74.81
"First Class",Consumer,"United States",Columbus,Georgia,31907,South,Furniture,Bookcases,354.90,5,0.00,88.73
"Second Class","Home Office","United States","San Francisco",California,94110,West,Furniture,Bookcases,1198.33,10,0.15,70.49
"Standard Class",Consumer,"United States","Los Angeles",California,90049,West,"Office Supplies",Storage,772.68,4,0.00,108.18
"First Class",Corporate,"United States",Lakeland,Florida,33801,South,Technology,Accessories,170.24,2,0.20,53.20
"Standard Class",Consumer,"United States",Columbia,"South Carolina",29203,South,"Office Supplies",Envelopes,121.96,2,0.00,57.32
"Standard Class",Consumer,"United States",Columbia,"South Carolina",29203,South,Technology,Phones,629.95,5,0.00,176.39
"Standard Class",Consumer,"United States",Trenton,Michigan,48183,Central,Technology,Phones,191.98,2,0.00,51.83
"Standard Class",Consumer,"United States","San Jose",California,95123,West,"Office Supplies",Storage,360.38,2,0.00,93.70
"Second Class",Corporate,"United States",Concord,"New Hampshire",3301,East,Furniture,Furnishings,247.44,8,0.00,101.45
"Standard Class",Consumer,"United States",Columbus,Indiana,47201,Central,"Office Supplies",Appliances,465.16,2,0.00,120.94
"Same Day","Home Office","United States",Marietta,Georgia,30062,South,Technology,Phones,200.97,3,0.00,50.24
"Second Class","Home Office","United States",Cambridge,Massachusetts,2138,East,Technology,Phones,311.98,2,0.00,93.59
"Second Class",Consumer,"United States",Seattle,Washington,98105,West,Technology,Accessories,428.40,3,0.00,89.96
"Standard Class",Corporate,"United States","Los Angeles",California,90049,West,"Office Supplies",Envelopes,304.90,5,0.00,143.30
"Standard Class",Corporate,"United States","Los Angeles",California,90049,West,Furniture,Chairs,563.24,5,0.20,56.32
"Standard Class",Corporate,"United States","San Francisco",California,94122,West,"Office Supplies",Binders,196.70,6,0.20,68.85
"Second Class","Home Office","United States",Chico,California,95928,West,Furniture,Chairs,915.14,4,0.20,102.95
"Second Class","Home Office","United States",Chico,California,95928,West,Furniture,Furnishings,327.76,8,0.00,91.77
"First Class",Consumer,"United States",Salem,Virginia,24153,South,Furniture,Chairs,701.96,2,0.00,168.47
"Standard Class",Corporate,"United States",Beverly,Massachusetts,1915,East,"Office Supplies",Storage,704.25,5,0.00,84.51
"Standard Class",Corporate,"United States",Beverly,Massachusetts,1915,East,"Office Supplies",Paper,141.76,4,0.00,66.63
"Standard Class",Corporate,"United States",Fairfield,Connecticut,6824,East,"Office Supplies",Storage,579.51,3,0.00,81.13
"Standard Class",Corporate,"United States",Jackson,Michigan,49201,Central,"Office Supplies",Labels,196.62,2,0.00,96.34
"Standard Class",Corporate,"United States",Jackson,Michigan,49201,Central,"Office Supplies",Paper,144.12,3,0.00,69.18
"Standard Class",Corporate,"United States","San Francisco",California,94109,West,"Office Supplies",Envelopes,210.84,4,0.00,103.31
"Standard Class",Consumer,"United States",Westland,Michigan,48185,Central,"Office Supplies",Appliances,247.72,4,0.10,93.58
"First Class","Home Office","United States",Newark,Delaware,19711,East,Technology,Accessories,119.85,3,0.00,52.73
"First Class","Home Office","United States",Newark,Delaware,19711,East,Technology,Phones,587.97,3,0.00,170.51
"Standard Class",Corporate,"United States","New York City","New York",10011,East,Technology,Phones,337.98,2,0.00,101.39
"Standard Class",Consumer,"United States",Renton,Washington,98059,West,"Office Supplies",Binders,150.80,5,0.20,56.55
"Standard Class",Consumer,"United States",Renton,Washington,98059,West,Technology,Machines,1039.99,1,0.20,104.00
"Second Class","Home Office","United States","New York City","New York",10009,East,Technology,Accessories,371.97,3,0.00,66.95
"Standard Class",Corporate,"United States",Memphis,Tennessee,38109,South,Furniture,Chairs,561.58,2,0.20,70.20
"Standard Class","Home Office","United States",Waterbury,Connecticut,6708,East,"Office Supplies",Storage,286.15,5,0.00,71.54
"Standard Class",Corporate,"United States",Springfield,Virginia,22153,South,"Office Supplies",Envelopes,311.15,5,0.00,146.24
"Standard Class",Consumer,"United States","New York City","New York",10011,East,Furniture,Furnishings,396.92,4,0.00,198.46
"Standard Class","Home Office","United States",Concord,"New Hampshire",3301,East,"Office Supplies",Art,227.88,6,0.00,68.36
"Standard Class",Corporate,"United States",Tulsa,Oklahoma,74133,Central,Furniture,Chairs,368.97,3,0.00,81.17
"Standard Class","Home Office","United States",Providence,"Rhode Island",2908,East,Technology,Phones,629.95,5,0.00,176.39
"Second Class",Consumer,"United States",Columbia,Tennessee,38401,South,"Office Supplies",Appliances,871.80,3,0.20,87.18
"Standard Class",Consumer,"United States","Pembroke Pines",Florida,33024,South,Technology,Phones,503.96,5,0.20,50.40
"Standard Class",Consumer,"United States",Jacksonville,"North Carolina",28540,South,"Office Supplies",Appliances,962.08,4,0.20,156.34
"Standard Class",Consumer,"United States",Jacksonville,"North Carolina",28540,South,"Office Supplies",Paper,295.46,14,0.20,96.02
"Standard Class","Home Office","United States",Louisville,Kentucky,40214,South,"Office Supplies",Binders,135.09,9,0.00,62.14
"Standard Class","Home Office","United States",Louisville,Kentucky,40214,South,Technology,Accessories,279.86,14,0.00,64.37
"Standard Class",Corporate,"United States","New York City","New York",10009,East,"Office Supplies",Paper,279.90,5,0.00,137.15
"Standard Class","Home Office","United States","San Francisco",California,94109,West,"Office Supplies",Paper,286.93,7,0.00,140.60
"Standard Class",Consumer,"United States","San Francisco",California,94122,West,Furniture,Furnishings,529.90,5,0.00,105.98
"Second Class",Consumer,"United States",Jackson,Michigan,49201,Central,Furniture,Chairs,302.67,3,0.00,72.64
"Standard Class","Home Office","United States","New York City","New York",10024,East,"Office Supplies",Storage,216.40,4,0.00,56.26
"Standard Class",Consumer,"United States",Rochester,Minnesota,55901,Central,Technology,Accessories,399.95,5,0.00,143.98
"Standard Class",Corporate,"United States",Newark,Delaware,19711,East,Furniture,Chairs,291.10,5,0.00,75.69
"Second Class","Home Office","United States",Chicago,Illinois,60653,Central,Technology,Accessories,319.97,4,0.20,71.99
"Standard Class",Corporate,"United States",Buffalo,"New York",14215,East,Furniture,Chairs,1522.64,9,0.10,169.18
"Standard Class",Corporate,"United States",Roseville,California,95661,West,"Office Supplies",Envelopes,419.90,5,0.00,197.35
"Standard Class",Consumer,"United States",Houston,Texas,77095,Central,"Office Supplies",Envelopes,149.35,3,0.20,50.41
"Standard Class",Corporate,"United States",Plainfield,"New Jersey",7060,East,"Office Supplies",Storage,563.40,4,0.00,67.61
"Standard Class",Corporate,"United States",Plainfield,"New Jersey",7060,East,Technology,Machines,319.92,8,0.00,118.37
"Second Class",Consumer,"United States",Arlington,Virginia,22204,South,Technology,Phones,173.94,6,0.00,50.44
"Standard Class",Consumer,"United States",Seattle,Washington,98103,West,Technology,Phones,1007.94,7,0.20,75.60
"Standard Class",Corporate,"United States",Edmonds,Washington,98026,West,Technology,Accessories,179.97,3,0.00,86.39
"Standard Class",Consumer,"United States",Salem,Virginia,24153,South,Technology,Phones,271.96,4,0.00,67.99
"Standard Class",Consumer,"United States",Salem,Virginia,24153,South,Furniture,Bookcases,302.94,3,0.00,69.68
"Standard Class",Corporate,"United States",Clinton,Maryland,20735,East,"Office Supplies",Paper,146.82,3,0.00,73.41
"Standard Class",Corporate,"United States",Clinton,Maryland,20735,East,Furniture,Chairs,239.84,8,0.00,64.76
"Standard Class",Consumer,"United States","Santa Ana",California,92704,West,Technology,Machines,371.98,3,0.20,116.24
"Standard Class",Consumer,"United States",Louisville,Kentucky,40214,South,Furniture,Chairs,191.96,2,0.00,51.83
"Standard Class",Consumer,"United States",Louisville,Kentucky,40214,South,Technology,Phones,469.95,5,0.00,131.59
"First Class",Consumer,"United States","Los Angeles",California,90045,West,"Office Supplies",Paper,219.84,4,0.00,107.72
"Second Class",Corporate,"United States",Springfield,Missouri,65807,Central,"Office Supplies",Art,209.94,6,0.00,54.58
"Second Class",Corporate,"United States",Springfield,Missouri,65807,Central,"Office Supplies",Supplies,4164.05,5,0.00,83.28
"Second Class",Corporate,"United States",Springfield,Missouri,65807,Central,Furniture,Bookcases,212.94,3,0.00,53.24
"Second Class",Consumer,"United States","New York City","New York",10024,East,Technology,Phones,279.86,14,0.00,134.33
"Standard Class",Consumer,"United States",Seattle,Washington,98115,West,Furniture,Chairs,698.35,3,0.20,52.38
"Same Day",Consumer,"United States","San Francisco",California,94109,West,Technology,Accessories,199.99,1,0.00,86.00
"Same Day",Consumer,"United States",Charlotte,"North Carolina",28205,South,Technology,Phones,627.17,4,0.20,70.56
"Standard Class",Consumer,"United States",Indianapolis,Indiana,46203,Central,"Office Supplies",Binders,125.88,6,0.00,60.42
"Standard Class",Consumer,"United States",Indianapolis,Indiana,46203,Central,"Office Supplies",Labels,133.20,9,0.00,66.60
"First Class",Corporate,"United States",Arlington,Texas,76017,Central,Technology,Copiers,319.98,2,0.20,107.99
"Standard Class",Consumer,"United States","Virginia Beach",Virginia,23464,South,Furniture,Tables,356.85,5,0.00,60.66
"Standard Class",Consumer,"United States","Virginia Beach",Virginia,23464,South,"Office Supplies",Envelopes,251.58,7,0.00,113.21
"Second Class",Consumer,"United States",Irving,Texas,75061,Central,"Office Supplies",Paper,219.84,5,0.20,79.69
"Standard Class",Corporate,"United States","San Diego",California,92024,West,"Office Supplies",Art,265.86,7,0.00,79.76
"Second Class",Consumer,"United States",Lawrence,Indiana,46226,Central,Technology,Accessories,393.54,3,0.00,165.29
"Second Class",Consumer,"United States",Meriden,Connecticut,6450,East,"Office Supplies",Paper,146.82,3,0.00,73.41
"Standard Class",Consumer,"United States","Los Angeles",California,90032,West,"Office Supplies",Storage,1117.92,4,0.00,55.90
"Standard Class",Corporate,"United States",Milwaukee,Wisconsin,53209,Central,"Office Supplies",Appliances,155.88,6,0.00,54.56
"Second Class",Consumer,"United States",Baltimore,Maryland,21215,East,"Office Supplies",Paper,164.88,3,0.00,80.79
"Standard Class",Consumer,"United States","New York City","New York",10024,East,"Office Supplies",Binders,415.18,3,0.20,134.93
"Standard Class",Corporate,"United States","Fort Lauderdale",Florida,33311,South,Technology,Phones,519.68,7,0.20,58.46
"Standard Class",Consumer,"United States","Rio Rancho","New Mexico",87124,West,Furniture,Chairs,883.84,4,0.20,99.43
"First Class",Corporate,"United States",Stockton,California,95207,West,"Office Supplies",Binders,273.92,8,0.20,99.30
"Second Class",Corporate,"United States",Richmond,Indiana,47374,Central,"Office Supplies",Paper,177.20,5,0.00,83.28
"First Class",Corporate,"United States",Smyrna,Tennessee,37167,South,Furniture,Chairs,643.14,4,0.20,56.27
"First Class",Corporate,"United States",Aurora,Colorado,80013,West,"Office Supplies",Paper,177.54,4,0.20,62.14
"Standard Class",Consumer,"United States","San Francisco",California,94122,West,"Office Supplies",Storage,579.51,3,0.00,81.13
"Second Class",Consumer,"United States",Dublin,Ohio,43017,East,Technology,Accessories,479.95,6,0.20,107.99
"First Class",Corporate,"United States","New York City","New York",10009,East,Technology,Phones,629.95,5,0.00,163.79
"Second Class",Consumer,"United States",Paterson,"New Jersey",7501,East,"Office Supplies",Appliances,275.24,4,0.00,121.11
"Standard Class",Corporate,"United States",Lakewood,"New Jersey",8701,East,Furniture,Chairs,512.96,4,0.00,143.63
"Standard Class",Corporate,"United States",Lakewood,"New Jersey",8701,East,Technology,Phones,395.94,6,0.00,102.94
"Standard Class",Corporate,"United States",Lakewood,"New Jersey",8701,East,"Office Supplies",Binders,196.21,7,0.00,98.11
"Standard Class",Corporate,"United States",Phoenix,Arizona,85023,West,"Office Supplies",Paper,419.40,5,0.20,146.79
"Standard Class","Home Office","United States","New York City","New York",10009,East,Technology,Accessories,449.91,9,0.00,157.47
"Second Class",Corporate,"United States","New York City","New York",10009,East,Technology,Phones,197.97,3,0.00,53.45
"Standard Class",Corporate,"United States","Thousand Oaks",California,91360,West,"Office Supplies",Labels,152.65,5,0.00,70.22
"Second Class",Corporate,"United States","Little Rock",Arkansas,72209,South,Technology,Phones,494.97,3,0.00,148.49
"Second Class",Corporate,"United States","Little Rock",Arkansas,72209,South,"Office Supplies",Envelopes,182.94,3,0.00,85.98
"Standard Class",Corporate,"United States","Los Angeles",California,90004,West,Technology,Accessories,254.97,3,0.00,91.79
"Standard Class",Corporate,"United States","Los Angeles",California,90004,West,Furniture,Tables,2887.06,9,0.20,180.44
"Second Class","Home Office","United States",Seattle,Washington,98105,West,Furniture,Chairs,2003.92,5,0.20,125.25
"Second Class","Home Office","United States",Seattle,Washington,98105,West,"Office Supplies",Paper,114.20,5,0.00,52.53
"Standard Class",Corporate,"United States",Columbus,Georgia,31907,South,Technology,Phones,411.98,2,0.00,119.47
"Standard Class",Corporate,"United States",Columbus,Georgia,31907,South,"Office Supplies",Paper,244.55,5,0.00,114.94
"Standard Class","Home Office","United States","New York City","New York",10009,East,Technology,Accessories,559.93,7,0.00,167.98
"Standard Class",Consumer,"United States",Seattle,Washington,98103,West,Technology,Phones,1001.58,2,0.20,125.20
"Second Class",Consumer,"United States","San Francisco",California,94109,West,"Office Supplies",Storage,186.54,3,0.00,50.37
"Second Class",Corporate,"United States","Los Angeles",California,90049,West,Technology,Accessories,159.56,4,0.00,59.04
"Standard Class",Corporate,"United States",Sacramento,California,95823,West,Furniture,Chairs,1403.92,5,0.20,70.20
"Standard Class",Consumer,"United States","Santa Barbara",California,93101,West,"Office Supplies",Appliances,356.79,7,0.00,99.90
"Second Class",Consumer,"United States","San Francisco",California,94109,West,Technology,Phones,862.34,7,0.20,97.01
"Standard Class",Consumer,"United States",Seattle,Washington,98105,West,Technology,Accessories,479.72,4,0.00,52.77
"Standard Class",Corporate,"United States",Dallas,Texas,75217,Central,Technology,Machines,479.99,2,0.40,56.00
"First Class",Consumer,"United States","Los Angeles",California,90008,West,Technology,Phones,503.96,5,0.20,50.40
"Second Class","Home Office","United States","San Francisco",California,94110,West,"Office Supplies",Paper,146.82,3,0.00,73.41
"Standard Class",Consumer,"United States","Los Angeles",California,90036,West,"Office Supplies",Paper,154.90,5,0.00,69.71
"Standard Class",Consumer,"United States",Detroit,Michigan,48227,Central,"Office Supplies",Appliances,376.74,4,0.10,71.16
"Second Class",Corporate,"United States","Fort Lauderdale",Florida,33311,South,"Office Supplies",Appliances,1158.12,5,0.20,130.29
"Second Class",Consumer,"United States",Hampton,Virginia,23666,South,Technology,Phones,226.20,5,0.00,58.81
"Second Class",Consumer,"United States",Hampton,Virginia,23666,South,"Office Supplies",Art,265.86,7,0.00,79.76
"Second Class",Corporate,"United States",Rockford,Illinois,61107,Central,"Office Supplies",Paper,175.87,4,0.20,63.75
"First Class",Corporate,"United States",Louisville,Kentucky,40214,South,"Office Supplies",Appliances,208.44,3,0.00,62.53
"Standard Class",Consumer,"United States","New York City","New York",10035,East,"Office Supplies",Appliances,208.16,1,0.00,56.20
"Second Class",Corporate,"United States",Richmond,Kentucky,40475,South,Technology,Phones,587.97,3,0.00,164.63
"Standard Class",Consumer,"United States",Denver,Colorado,80219,West,"Office Supplies",Paper,223.06,9,0.20,69.71
"Standard Class",Corporate,"United States","New York City","New York",10024,East,Technology,Phones,227.46,6,0.00,65.96
"Standard Class",Corporate,"United States","San Diego",California,92105,West,Furniture,Chairs,523.39,3,0.20,52.34
"Second Class",Consumer,"United States",Lakeland,Florida,33801,South,Technology,Copiers,479.98,2,0.20,90.00
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,Technology,Copiers,599.97,5,0.40,70.00
"Standard Class","Home Office","United States",Concord,California,94521,West,Technology,Accessories,399.96,4,0.00,139.99
"Same Day",Consumer,"United States",Anaheim,California,92804,West,"Office Supplies",Binders,209.60,5,0.20,68.12
"Same Day",Consumer,"United States",Anaheim,California,92804,West,Furniture,Tables,892.14,7,0.20,111.52
"Second Class",Corporate,"United States",Concord,California,94521,West,Technology,Phones,1626.19,9,0.20,121.96
"Second Class",Consumer,"United States",Decatur,Illinois,62521,Central,Technology,Accessories,479.95,6,0.20,89.99
"First Class",Consumer,"United States","New York City","New York",10009,East,"Office Supplies",Binders,146.69,6,0.20,55.01
"First Class",Consumer,"United States","New York City","New York",10009,East,"Office Supplies",Binders,276.78,2,0.20,89.95
"Standard Class",Consumer,"United States","New York City","New York",10011,East,"Office Supplies",Paper,318.96,9,0.00,149.91
"Second Class",Consumer,"United States","New York City","New York",10009,East,"Office Supplies",Paper,212.64,6,0.00,99.94
"Standard Class",Consumer,"United States","Santa Ana",California,92704,West,"Office Supplies",Storage,421.10,2,0.00,105.28
"Standard Class",Corporate,"United States","New York City","New York",10035,East,"Office Supplies",Paper,144.12,3,0.00,69.18
"Standard Class","Home Office","United States",Richmond,Indiana,47374,Central,Furniture,Tables,257.94,3,0.00,67.06
"Standard Class",Consumer,"United States",Houston,Texas,77070,Central,Technology,Phones,971.88,3,0.20,109.34
"Second Class",Consumer,"United States",Columbus,Georgia,31907,South,"Office Supplies",Binders,157.90,5,0.00,74.21
"Second Class",Corporate,"United States",Troy,"New York",12180,East,"Office Supplies",Envelopes,247.84,8,0.00,121.44
"Second Class",Consumer,"United States","San Francisco",California,94122,West,Furniture,Chairs,717.72,3,0.20,71.77
"Second Class",Consumer,"United States","San Francisco",California,94122,West,"Office Supplies",Storage,236.50,10,0.00,68.59
"First Class",Consumer,"United States",Atlanta,Georgia,30318,South,"Office Supplies",Storage,1350.12,6,0.00,175.52
"Same Day",Corporate,"United States",Rochester,"New York",14609,East,Furniture,Furnishings,756.80,5,0.00,75.68
"First Class",Consumer,"United States","San Francisco",California,94109,West,Technology,Accessories,339.96,4,0.00,122.39
"Standard Class",Consumer,"United States","San Francisco",California,94122,West,"Office Supplies",Appliances,151.62,7,0.00,50.03
"First Class",Consumer,"United States",Fairfield,Connecticut,6824,East,"Office Supplies",Appliances,465.16,2,0.00,120.94
"Standard Class","Home Office","United States",Superior,Wisconsin,54880,Central,"Office Supplies",Appliances,364.74,3,0.00,109.42
"Standard Class",Consumer,"United States",Springfield,Virginia,22153,South,"Office Supplies",Art,181.86,7,0.00,50.92
"First Class","Home Office","United States","San Francisco",California,94110,West,Technology,Accessories,389.97,3,0.00,132.59
"First Class",Consumer,"United States","San Francisco",California,94122,West,"Office Supplies",Storage,305.01,9,0.00,76.25
"Second Class",Consumer,"United States","San Jose",California,95123,West,"Office Supplies",Envelopes,158.13,3,0.00,77.48
"Standard Class",Consumer,"United States",Pasco,Washington,99301,West,"Office Supplies",Appliances,400.80,5,0.00,112.22
"Standard Class",Consumer,"United States","New York City","New York",10024,East,Furniture,Bookcases,449.57,2,0.20,56.20
"Standard Class",Consumer,"United States",Atlanta,Georgia,30318,South,"Office Supplies",Labels,162.89,13,0.00,76.56
"Second Class",Corporate,"United States",Detroit,Michigan,48205,Central,"Office Supplies",Binders,116.40,8,0.00,52.38
"Standard Class",Corporate,"United States","Garden City",Kansas,67846,Central,Technology,Phones,257.98,2,0.00,74.81
"Standard Class",Consumer,"United States",Omaha,Nebraska,68104,Central,"Office Supplies",Appliances,378.00,2,0.00,136.08
"Standard Class",Consumer,"United States",Omaha,Nebraska,68104,Central,"Office Supplies",Storage,373.08,6,0.00,100.73
"Standard Class",Corporate,"United States","New York City","New York",10024,East,Furniture,Chairs,866.65,3,0.10,173.33
"Same Day",Corporate,"United States",Fairfield,Ohio,45014,East,"Office Supplies",Appliances,795.41,6,0.20,59.66
"Standard Class",Corporate,"United States",Camarillo,California,93010,West,Furniture,Chairs,722.35,3,0.20,81.26
"Second Class","Home Office","United States",Chicago,Illinois,60610,Central,"Office Supplies",Paper,419.40,5,0.20,146.79
"Second Class","Home Office","United States",Houston,Texas,77036,Central,Technology,Phones,1415.76,6,0.20,88.49
"Standard Class",Consumer,"United States",Chicago,Illinois,60623,Central,"Office Supplies",Storage,1036.62,2,0.20,51.83
"First Class",Consumer,"United States",Waynesboro,Virginia,22980,South,Technology,Phones,569.64,2,0.00,148.11
"First Class",Consumer,"United States",Waynesboro,Virginia,22980,South,Furniture,Furnishings,1196.86,7,0.00,119.69
"First Class",Consumer,"United States",Waynesboro,Virginia,22980,South,Furniture,Bookcases,523.26,9,0.00,125.58
"Second Class",Consumer,"United States",Seattle,Washington,98105,West,Technology,Accessories,538.92,9,0.00,80.84
"Standard Class",Consumer,"United States",Visalia,California,93277,West,"Office Supplies",Storage,261.74,2,0.00,65.44
"Standard Class","Home Office","United States",Henderson,Kentucky,42420,South,Technology,Phones,391.98,2,0.00,113.67
"Standard Class",Consumer,"United States",Westminster,California,92683,West,Technology,Phones,470.38,3,0.20,52.92
"Standard Class",Consumer,"United States","San Francisco",California,94122,West,"Office Supplies",Storage,362.92,2,0.00,105.25
"Standard Class",Consumer,"United States",Columbus,Ohio,43229,East,Furniture,Furnishings,396.92,5,0.20,148.85
"Second Class",Consumer,"United States",Richmond,Kentucky,40475,South,"Office Supplies",Appliances,214.90,5,0.00,62.32
